Player,TEAM_ABBREVIATION,MIN,FGM,FGA,FG3M,FG3A,FTM,FTA,OREB,DREB,REB,AST,STL,BLK,TOV,PTS,GP,FPPG
Jordan Goodwin,TOT,20.566666666666666,2.766666666666667,7.533333333333334,0.7999999999999999,2.6999999999999997,0.8333333333333334,1.1666666666666667,1.7666666666666666,3.3333333333333335,5.1000000000000005,3.0666666666666664,0.9666666666666667,0.3333333333333333,1.0999999999999999,7.166666666666667,114,19.866666666666667
Jordan Hawkins,NOP,17.3,2.6,6.8,1.6,4.4,1.0,1.2,0.4,1.8,2.2,1.0,0.3,0.1,0.6,7.8,67,12.200000000000001
Jordan McLaughlin,MIN,11.2,1.3,2.6,0.8,1.6,0.2,0.3,0.3,1.0,1.3,2.0,0.6,0.1,0.3,3.5,56,11.700000000000001
Jordan Miller,LAC,3.5,0.6,1.1,0.1,0.3,0.3,0.3,0.4,0.3,0.6,0.0,0.0,0.0,0.1,1.6,8,2.2
Jordan Nwora,TOT,13.166666666666666,2.6,5.6000000000000005,0.7999999999999999,2.433333333333333,0.7666666666666666,0.9333333333333332,0.5,2.1666666666666665,2.6999999999999997,1.1666666666666667,0.4666666666666666,0.26666666666666666,0.9666666666666667,6.7,104,12.966666666666665
Jordan Poole,WAS,30.1,6.3,15.2,2.4,7.2,2.5,2.8,0.4,2.3,2.7,4.4,1.1,0.3,2.4,17.4,78,29.2
Jordan Walsh,BOS,9.2,0.7,1.7,0.2,1.0,0.1,0.2,0.6,1.7,2.2,0.6,0.6,0.1,0.3,1.7,9,7.1000000000000005
Jose Alvarado,NOP,18.4,2.5,6.2,1.4,3.7,0.6,0.9,0.4,1.8,2.3,2.1,1.1,0.3,0.7,7.1,56,17.7
Josh Giddey,OKC,25.1,5.0,10.6,1.0,3.0,1.3,1.6,1.4,5.0,6.4,4.8,0.6,0.6,2.1,12.3,80,29.0
Josh Green,DAL,26.4,3.1,6.6,1.3,3.3,0.7,1.0,0.7,2.5,3.2,2.3,0.8,0.2,1.1,8.2,57,18.400000000000002
Josh Hart,NYK,33.4,3.6,8.4,1.0,3.2,1.1,1.4,1.6,6.8,8.3,4.1,0.9,0.3,1.5,9.4,81,27.200000000000003
Josh Minott,MIN,2.8,0.5,1.1,0.1,0.3,0.4,0.4,0.1,0.4,0.5,0.3,0.2,0.2,0.1,1.6,32,4.1
Josh Okogie,PHO,16.0,1.4,3.4,0.5,1.6,1.3,1.7,1.2,1.3,2.6,1.1,0.8,0.4,0.6,4.6,60,12.5
Josh Richardson,MIA,25.7,3.6,8.1,1.5,4.4,1.2,1.3,0.4,2.4,2.8,2.4,0.6,0.3,0.8,9.9,43,20.0
Joshua Primo,LAC,5.0,0.5,1.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,2.0,1.0,2,-1.0
Jrue Holiday,BOS,32.8,4.8,10.0,2.0,4.7,0.9,1.0,1.2,4.2,5.4,4.8,0.9,0.8,1.8,12.5,69,32.2
Juan Toscano-Anderson,SAC,4.8,0.3,1.1,0.1,0.4,0.0,0.0,0.4,0.9,1.3,0.4,0.1,0.1,0.2,0.6,11,2.7
Jules Bernard,WAS,7.8,1.5,3.4,0.6,1.5,0.3,0.5,0.5,0.8,1.4,0.8,0.2,0.1,0.4,3.9,19,7.300000000000001
Julian Champagnie,SAS,19.8,2.2,5.4,1.4,3.7,1.0,1.2,0.6,2.2,2.8,1.4,0.6,0.6,0.8,6.8,74,15.8
Julian Phillips,CHI,8.1,0.8,1.9,0.3,1.0,0.3,0.5,0.3,0.6,0.9,0.3,0.2,0.2,0.3,2.2,40,4.5
Julian Strawther,DEN,10.9,1.6,4.4,0.8,2.8,0.4,0.6,0.1,1.1,1.2,0.9,0.3,0.1,0.5,4.5,50,7.5
Julius Randle,NYK,35.4,8.6,18.2,1.7,5.3,5.1,6.6,2.2,7.0,9.2,5.0,0.5,0.3,3.5,24.0,46,38.599999999999994
Justin Champagnie,WAS,15.7,2.1,5.2,0.9,3.0,0.8,1.0,1.3,2.3,3.5,1.3,0.7,0.6,0.7,5.9,15,15.500000000000002
Justin Holiday,DEN,14.9,1.5,3.3,0.9,2.3,0.1,0.1,0.2,1.1,1.2,1.2,0.6,0.2,0.2,4.0,58,11.0
Justin Jackson,MIN,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0
Justin Minaya,POR,11.2,0.6,2.2,0.4,1.4,0.1,0.3,0.9,0.8,1.6,0.6,0.3,0.3,0.3,1.8,34,5.6
Jusuf Nurki?,PHO,27.3,4.2,8.3,0.3,1.2,2.2,3.4,2.9,8.1,11.0,4.0,1.1,1.1,2.3,10.9,76,33.3
KJ Martin,TOT,13.4,1.7333333333333334,3.6333333333333333,0.2333333333333333,1.1333333333333333,0.43333333333333335,0.7999999999999999,0.6333333333333333,1.3333333333333333,1.9666666666666668,0.7666666666666666,0.5666666666666667,0.3,0.6666666666666666,4.133333333333334,120,9.466666666666669
Kaiser Gates,NOP,7.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,-3.0
Karl-Anthony Towns,MIN,32.7,7.7,15.3,2.2,5.3,4.1,4.7,1.5,6.8,8.3,3.0,0.7,0.7,2.9,21.8,62,37.6
Kawhi Leonard,LAC,34.3,9.0,17.1,2.1,4.9,3.7,4.2,1.2,4.9,6.1,3.6,1.6,0.9,1.8,23.7,68,45.89999999999999
Keegan Murray,SAC,33.6,5.8,12.7,2.4,6.6,1.3,1.6,1.4,4.1,5.5,1.7,1.0,0.8,0.8,15.2,77,30.700000000000003
Keita Bates-Diop,TOT,10.9,1.2,2.6666666666666665,0.3333333333333333,1.1,0.5666666666666667,0.7000000000000001,0.5,1.3,1.7666666666666666,0.6333333333333333,0.43333333333333335,0.3333333333333333,0.2333333333333333,3.266666666666667,106,8.833333333333332
Keldon Johnson,SAS,29.5,5.7,12.5,1.8,5.3,2.5,3.2,1.4,4.1,5.5,2.8,0.7,0.3,1.4,15.7,69,27.999999999999996
Kelly Olynyk,TOT,23.133333333333336,3.6999999999999997,6.7,0.7999999999999999,2.066666666666667,2.0,2.4,1.4333333333333333,3.9,5.333333333333333,4.466666666666667,0.9666666666666667,0.39999999999999997,2.0,10.200000000000001,156,27.03333333333333
Kelly Oubre Jr.,PHI,30.2,5.7,12.9,1.5,4.8,2.6,3.4,1.4,3.6,5.0,1.5,1.1,0.7,1.3,15.4,68,27.200000000000003
Kendall Brown,IND,4.2,0.5,1.0,0.0,0.1,0.3,0.5,0.2,0.1,0.3,0.3,0.0,0.0,0.1,1.4,15,1.9
Kenneth Lofton Jr.,TOT,10.85,2.1,4.5,0.375,1.45,0.8999999999999999,1.25,0.8,1.525,2.325,1.825,0.325,0.225,0.9,5.5,42,11.600000000000001
Kenrich Williams,OKC,14.9,1.9,4.1,0.8,2.0,0.1,0.2,0.9,2.1,3.0,1.3,0.6,0.1,0.5,4.7,69,12.5
Kentavious Caldwell-Pope,DEN,31.6,3.6,7.7,1.6,4.1,1.3,1.5,0.4,2.0,2.4,2.4,1.3,0.6,1.0,10.1,76,23.8
Keon Ellis,SAC,17.2,1.9,4.1,1.2,2.9,0.5,0.6,0.6,1.6,2.2,1.5,0.9,0.5,0.6,5.4,57,15.8
Keon Johnson,BRK,12.2,1.6,4.2,0.8,2.0,2.2,2.4,0.6,0.8,1.4,0.6,0.6,0.2,1.0,6.2,5,9.6
Kessler Edwards,SAC,5.1,0.6,1.5,0.4,1.0,0.1,0.2,0.2,0.6,0.8,0.3,0.2,0.1,0.1,1.7,54,4.1
Kevin Durant,PHO,37.2,10.0,19.1,2.2,5.4,4.8,5.6,0.5,6.1,6.6,5.0,0.9,1.2,3.3,27.1,75,47.800000000000004
Kevin Huerter,SAC,24.4,3.9,8.8,1.9,5.3,0.6,0.7,0.6,2.9,3.5,2.6,0.7,0.4,0.8,10.2,64,22.5
Kevin Knox,DET,18.1,2.8,6.0,1.0,3.0,0.6,0.7,0.6,1.8,2.4,0.7,0.4,0.2,0.7,7.2,31,12.5
Kevin Love,MIA,16.8,2.9,6.5,1.5,4.4,1.5,2.0,1.1,5.1,6.1,2.1,0.3,0.2,0.9,8.8,55,19.6
Kevon Harris,ORL,3.0,1.0,1.5,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,0.0,0.0,0.5,2.0,2,3.5
Kevon Looney,GSW,16.1,1.9,3.1,0.0,0.0,0.8,1.1,1.9,3.7,5.7,1.8,0.4,0.4,0.7,4.5,74,15.999999999999998
Keyontae Johnson,OKC,7.3,0.6,1.8,0.1,0.3,0.0,0.0,0.4,0.7,1.1,0.4,0.1,0.0,0.4,1.2,9,2.1999999999999997
Keyonte George,UTA,27.0,4.3,10.9,2.0,5.9,2.5,3.0,0.2,2.6,2.8,4.4,0.5,0.1,2.5,13.0,75,21.200000000000003
Khris Middleton,MIL,27.0,5.8,11.7,1.7,4.5,1.8,2.2,0.7,3.9,4.7,5.3,0.9,0.3,2.3,15.1,55,31.800000000000004
Killian Hayes,DET,24.0,2.8,6.7,0.5,1.8,0.8,1.2,0.3,2.6,2.8,4.9,0.9,0.5,1.2,6.9,42,21.7
Kira Lewis Jr.,TOT,7.75,0.95,2.525,0.1,0.9,0.475,0.55,0.25,0.475,0.7,1.025,0.22499999999999998,0.07500000000000001,0.375,2.475,56,5.074999999999999
Klay Thompson,GSW,29.7,6.4,14.7,3.5,9.0,1.6,1.8,0.5,2.8,3.3,2.3,0.6,0.5,1.5,17.9,77,28.6
Kobe Brown,LAC,9.0,0.8,2.0,0.3,1.1,0.0,0.0,0.5,1.0,1.4,0.6,0.3,0.1,0.2,2.0,44,5.700000000000001
Kobe Bufkin,ATL,11.5,2.0,5.4,0.5,2.4,0.2,0.5,0.4,1.6,1.9,1.6,0.4,0.3,0.6,4.8,17,10.3
Kobi Simmons,TOR,16.8,2.3,5.3,0.5,2.0,0.0,0.0,0.3,1.5,1.8,3.0,1.5,0.5,0.3,5.0,4,20.0
Kris Dunn,UTA,18.9,2.2,4.7,0.6,1.7,0.3,0.5,0.8,2.1,2.9,3.8,1.0,0.4,1.2,5.4,66,19.2
Kris Murray,POR,21.7,2.3,5.9,0.8,3.0,0.6,0.9,1.4,2.2,3.6,1.3,0.9,0.3,0.9,6.1,62,14.499999999999998
Kristaps Porzi??is,BOS,29.6,6.8,13.2,1.9,5.1,4.5,5.3,1.7,5.5,7.2,2.0,0.7,1.9,1.6,20.1,57,40.0
Kyle Anderson,MIN,22.6,2.5,5.5,0.1,0.6,1.2,1.7,0.8,2.7,3.5,4.2,0.9,0.6,1.2,6.4,79,21.0
Kyle Kuzma,WAS,32.6,8.7,18.8,2.2,6.4,2.7,3.4,0.9,5.7,6.6,4.2,0.5,0.7,2.7,22.2,70,36.699999999999996
Kyle Lowry,TOT,28.2,2.6999999999999997,6.233333333333333,1.6333333333333335,4.166666666666667,1.0666666666666667,1.2666666666666666,0.5666666666666667,2.6333333333333333,3.1666666666666665,4.266666666666667,1.0,0.3666666666666667,1.3999999999999997,8.1,120,23.066666666666666
Kyrie Irving,DAL,35.0,9.7,19.5,3.0,7.3,3.3,3.6,0.8,4.2,5.0,5.2,1.3,0.5,1.8,25.6,58,47.2
LaMelo Ball,CHO,32.3,8.3,19.2,3.2,9.0,4.1,4.7,1.3,3.8,5.1,8.0,1.8,0.2,3.8,23.9,22,45.4
Lamar Stevens,TOT,14.700000000000001,2.8333333333333335,6.333333333333333,0.39999999999999997,1.2,1.1,1.4333333333333333,0.9333333333333332,2.4,3.3333333333333335,0.7333333333333334,0.6,0.6,0.6333333333333333,7.166666666666667,76,14.900000000000002
Landry Shamet,WAS,15.8,2.6,6.0,1.2,3.4,0.8,1.0,0.3,1.0,1.3,1.2,0.5,0.2,0.7,7.1,46,12.4
Larry Nance Jr.,NOP,19.9,2.3,4.0,0.4,1.1,0.8,1.0,1.5,3.5,5.0,1.9,1.0,0.3,0.8,5.7,61,18.9
Lauri Markkanen,UTA,33.1,7.8,16.2,3.2,8.0,4.5,5.0,2.2,5.9,8.2,2.0,0.9,0.5,1.4,23.2,55,40.3
LeBron James,LAL,35.3,9.6,17.9,2.1,5.1,4.3,5.7,0.9,6.4,7.3,8.3,1.3,0.5,3.5,25.7,71,51.8
Leaky Black,CHO,10.9,1.0,2.0,0.3,0.8,0.4,0.6,0.3,1.5,1.8,0.9,0.3,0.4,0.2,2.7,26,8.8
Leonard Miller,MIN,3.1,0.8,1.2,0.1,0.3,0.1,0.1,0.3,0.9,1.2,0.5,0.1,0.1,0.1,1.7,17,5.0
Lester Quinones,GSW,10.6,1.5,3.8,0.9,2.4,0.5,0.8,0.6,1.4,1.9,1.0,0.2,0.1,0.5,4.4,37,8.3
Lindell Wigginton,MIL,2.7,0.7,1.7,0.0,0.7,0.7,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.3,2.0,3,1.1
Lindy Waters III,OKC,7.4,1.3,2.7,1.0,2.2,0.1,0.1,0.2,0.9,1.1,0.6,0.1,0.2,0.2,3.6,38,7.6
Lonnie Walker IV,BRK,17.4,3.6,8.5,1.8,4.7,0.8,1.0,0.2,2.0,2.2,1.3,0.6,0.3,0.9,9.7,58,16.599999999999998
Luguentz Dort,OKC,28.4,3.6,8.3,2.0,5.0,1.6,2.0,0.9,2.7,3.6,1.4,0.9,0.6,0.9,10.9,79,22.0
Luka Don?i?,DAL,37.5,11.5,23.6,4.1,10.6,6.8,8.7,0.8,8.4,9.2,9.8,1.4,0.5,4.0,33.9,70,63.9
Luka Garza,MIN,4.9,1.4,3.0,0.4,1.3,0.7,1.0,0.8,0.5,1.2,0.2,0.2,0.0,0.2,4.0,25,5.9
Luka �amani?,UTA,9.4,1.4,3.7,0.3,1.5,1.0,1.3,0.5,1.9,2.4,0.4,0.1,0.2,0.7,4.1,43,6.199999999999999
Luke Kennard,MEM,25.6,3.6,8.1,2.7,6.1,1.0,1.2,0.3,2.6,2.9,3.5,0.5,0.1,1.4,11.0,39,22.1
Luke Kornet,BOS,15.6,2.3,3.2,0.0,0.0,0.8,0.9,1.9,2.3,4.1,1.1,0.4,1.0,0.3,5.3,63,17.9
Malachi Flynn,TOT,11.65,1.85,4.4,0.75,2.275,0.75,1.025,0.25,1.225,1.5,1.7,0.525,0.1,0.825,5.2,138,10.725000000000001
Malaki Branham,SAS,21.3,3.6,8.4,1.2,3.6,0.7,0.8,0.4,1.6,2.0,2.1,0.4,0.1,1.2,9.2,75,14.899999999999999
Malcolm Brogdon,POR,28.7,5.6,12.7,2.1,5.1,2.4,3.0,0.7,3.1,3.8,5.5,0.7,0.2,1.5,15.7,39,31.1
Malcolm Cazalon,DET,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
Malik Beasley,MIL,29.6,4.1,9.1,2.8,6.9,0.3,0.4,0.5,3.2,3.7,1.4,0.7,0.1,0.7,11.3,79,21.400000000000002
Malik Monk,SAC,26.0,5.5,12.4,2.1,5.9,2.4,2.8,0.4,2.6,2.9,5.1,0.6,0.5,2.1,15.4,72,29.0
Malik Williams,TOR,15.3,1.3,4.9,0.1,0.7,0.0,0.3,2.1,3.3,5.4,0.3,0.4,0.6,0.4,2.7,7,9.4
Mamadi Diakite,TOT,4.0,0.6666666666666666,1.0,0.0,0.16666666666666666,0.6666666666666666,1.0,0.16666666666666666,0.5,0.6666666666666666,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.16666666666666666,2.0,12,4.333333333333332
MarJon Beauchamp,MIL,12.7,1.7,3.5,0.6,1.6,0.4,0.6,0.5,1.6,2.1,0.6,0.3,0.1,0.6,4.4,48,8.4
Marcus Morris,TOT,16.3,2.3333333333333335,5.266666666666667,1.0,2.4,0.6333333333333333,0.8666666666666667,0.4666666666666666,2.1666666666666665,2.566666666666667,0.7333333333333334,0.3,0.26666666666666666,0.6666666666666666,6.3,98,11.433333333333334
Marcus Sasser,DET,19.0,3.1,7.2,1.3,3.4,0.8,0.9,0.2,1.6,1.8,3.3,0.6,0.2,1.3,8.3,71,17.5
Marcus Smart,MEM,30.3,5.1,11.9,2.1,6.7,2.2,2.8,0.3,2.4,2.7,4.3,2.1,0.3,3.1,14.5,20,29.0
Mark Williams,CHO,26.7,5.2,7.9,0.0,0.0,2.4,3.4,4.0,5.7,9.7,1.2,0.8,1.1,0.9,12.7,19,32.1
Markelle Fultz,ORL,21.2,3.6,7.6,0.1,0.4,0.5,0.8,1.3,1.9,3.2,2.8,1.0,0.3,1.2,7.8,43,18.799999999999997
Markieff Morris,DAL,8.3,0.9,2.6,0.6,1.6,0.2,0.2,0.2,1.3,1.5,0.6,0.2,0.1,0.5,2.5,26,5.199999999999999
Markquis Nowell,TOR,4.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,1.0,0.0,0.0,2.0,1,11.0
Marques Bolden,TOT,8.533333333333333,1.1333333333333333,1.7,0.0,0.06666666666666667,0.19999999999999998,0.26666666666666666,0.6666666666666666,1.8666666666666665,2.566666666666667,0.26666666666666666,0.19999999999999998,0.4666666666666666,0.19999999999999998,2.5,22,8.366666666666667
Marvin Bagley III,TOT,21.166666666666668,4.8,8.233333333333333,0.16666666666666666,0.4666666666666666,1.8999999999999997,2.5,2.6333333333333333,3.6666666666666665,6.266666666666667,1.0999999999999999,0.39999999999999997,0.6666666666666666,1.2,11.733333333333334,100,23.0
Mason Jones,SAC,5.6,0.4,1.6,0.4,1.4,0.2,0.4,0.2,0.8,1.0,1.0,0.2,0.0,0.4,1.4,5,3.8000000000000003
Mason Plumlee,LAC,14.7,1.9,3.3,0.0,0.1,1.5,2.2,1.3,3.8,5.1,1.2,0.3,0.4,0.8,5.3,46,13.799999999999997
Matisse Thybulle,POR,22.9,1.9,4.9,1.2,3.6,0.3,0.4,0.5,1.6,2.1,1.4,1.7,0.8,0.6,5.4,65,19.1
Matt Ryan,NOP,13.9,1.8,4.0,1.5,3.3,0.5,0.5,0.2,1.2,1.4,0.6,0.2,0.0,0.7,5.4,28,8.5
Matthew Hurt,MEM,14.1,1.5,4.3,0.6,2.5,0.4,0.4,1.1,0.9,2.0,0.5,0.4,0.4,0.3,4.0,8,8.9
Max Christie,LAL,14.1,1.5,3.6,0.6,1.8,0.5,0.7,0.2,1.9,2.1,0.9,0.3,0.3,0.5,4.2,67,9.3
Max Strus,CLE,32.0,4.3,10.4,2.4,6.8,1.1,1.4,0.9,3.9,4.8,4.0,0.9,0.4,1.6,12.2,70,27.3
Maxi Kleber,DAL,20.3,1.5,3.4,0.7,2.1,0.8,1.1,0.7,2.6,3.3,1.6,0.4,0.7,0.7,4.4,43,13.899999999999999
Maxwell Lewis,LAL,3.0,0.1,0.6,0.0,0.3,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.0,0.3,0.3,34,0.20000000000000012
Micah Potter,UTA,11.6,1.2,2.5,0.6,1.3,0.4,0.5,0.6,2.1,2.7,0.4,0.3,0.4,0.3,3.3,16,9.400000000000002
Michael Porter Jr.,DEN,31.7,6.4,13.3,2.7,6.8,1.1,1.4,1.3,5.7,7.0,1.5,0.5,0.7,1.1,16.7,81,31.2
Mikal Bridges,BRK,34.8,6.9,15.8,2.7,7.2,3.1,3.9,0.8,3.7,4.5,3.6,1.0,0.4,2.0,19.6,82,32.800000000000004
Mike Conley,MIN,28.9,3.9,8.5,2.4,5.3,1.3,1.5,0.5,2.4,2.9,5.9,1.2,0.2,1.3,11.4,76,30.6
Mike Muscala,TOT,11.075,1.05,2.875,0.55,1.8,0.275,0.425,0.7,1.55,2.25,0.675,0.17500000000000002,0.25,0.4,2.9,106,7.025
Miles Bridges,CHO,37.4,8.1,17.5,2.3,6.5,2.5,3.1,1.0,6.3,7.3,3.3,0.9,0.5,2.0,21.0,69,36.9
Miles McBride,NYK,19.5,3.0,6.7,1.6,3.9,0.6,0.7,0.5,1.0,1.5,1.7,0.7,0.1,0.4,8.3,68,16.4
Mitchell Robinson,NYK,24.8,2.4,4.1,0.0,0.0,0.9,2.1,4.6,3.9,8.5,0.6,1.2,1.1,0.8,5.6,31,22.4
Mo Bamba,PHI,13.0,1.7,3.5,0.4,1.1,0.6,0.9,1.4,2.8,4.2,0.7,0.4,1.1,0.7,4.4,57,14.6
Monte Morris,TOT,13.6,1.9333333333333333,4.833333333333333,0.6666666666666666,2.0333333333333337,0.3333333333333333,0.5,0.2333333333333333,1.5666666666666667,1.8,1.9000000000000001,0.5,0.26666666666666666,0.2333333333333333,4.866666666666666,66,12.600000000000001
Moritz Wagner,ORL,17.7,4.2,6.9,0.5,1.4,2.1,2.6,1.5,2.9,4.3,1.2,0.5,0.3,1.2,10.9,80,19.9
Moses Brown,POR,9.1,1.5,3.0,0.0,0.0,0.4,1.4,1.7,2.2,3.9,0.3,0.2,0.3,0.5,3.4,22,7.9
Moses Moody,GSW,17.5,2.9,6.4,1.1,3.0,1.1,1.4,1.0,2.0,3.0,0.9,0.6,0.4,0.7,8.1,66,15.7
Mouhamadou Gueye,TOR,10.9,1.0,3.5,0.0,0.3,0.4,0.8,1.1,1.0,2.1,0.5,0.3,1.6,1.1,2.4,11,9.0
Mouhamed Gueye,ATL,12.2,1.3,3.8,0.5,1.5,0.8,1.0,1.7,2.0,3.7,0.7,0.8,0.7,0.2,4.0,6,13.8
Moussa Diabat�,LAC,5.8,0.9,1.7,0.0,0.0,0.8,1.3,1.4,0.8,2.2,0.4,0.5,0.1,0.2,2.6,11,7.200000000000001
Myles Turner,IND,27.0,6.2,11.8,1.5,4.2,3.2,4.1,1.5,5.5,6.9,1.3,0.5,1.9,1.4,17.1,77,34.6
M�ozinha Pereira,MEM,17.4,2.6,5.0,0.7,1.9,1.0,1.4,1.6,3.7,5.3,0.3,0.9,0.6,0.7,6.9,7,17.9
Naji Marshall,NOP,19.0,2.6,5.6,0.9,2.3,1.0,1.3,0.8,2.8,3.6,1.9,0.7,0.2,1.0,7.1,66,16.3
Nassir Little,PHO,10.2,1.3,2.8,0.5,1.6,0.4,0.4,0.3,1.4,1.7,0.5,0.2,0.2,0.3,3.4,45,7.3999999999999995
Nate Hinton,HOU,5.0,0.7,1.7,0.5,0.9,0.3,0.3,0.5,1.0,1.5,0.7,0.2,0.1,0.2,2.2,15,6.1
Nathan Mensah,CHO,12.3,0.5,1.1,0.0,0.0,0.4,0.5,1.2,1.4,2.6,0.4,0.2,0.6,0.6,1.3,25,6.5
Naz Reid,MIN,24.2,5.0,10.5,2.1,5.0,1.3,1.8,0.9,4.3,5.2,1.3,0.8,0.9,1.4,13.5,81,26.400000000000002
Neemias Queta,BOS,11.9,2.4,3.7,0.0,0.0,0.7,1.0,1.9,2.5,4.4,0.7,0.5,0.8,0.5,5.5,28,16.3
Nic Claxton,BRK,29.8,5.2,8.2,0.0,0.1,1.5,2.8,2.7,7.2,9.9,2.1,0.6,2.1,1.3,11.8,71,35.0
Nick Richards,CHO,26.3,3.9,5.6,0.0,0.0,2.0,2.7,2.6,5.5,8.0,0.8,0.4,1.1,1.1,9.7,67,24.6
Nick Smith Jr.,CHO,14.3,2.2,5.7,1.2,2.9,0.3,0.3,0.4,1.1,1.4,1.2,0.2,0.1,0.8,5.9,51,9.200000000000001
Nickeil Alexander-Walker,MIN,23.4,2.9,6.6,1.6,4.1,0.6,0.8,0.4,1.6,2.0,2.5,0.8,0.5,0.9,8.0,82,19.0
Nicolas Batum,TOT,23.133333333333336,1.6333333333333335,3.8000000000000003,1.0333333333333332,2.8333333333333335,0.19999999999999998,0.26666666666666666,0.7999999999999999,2.766666666666667,3.533333333333333,2.0,0.8666666666666667,0.8333333333333334,0.5666666666666667,4.5,120,18.133333333333333
Nikola Joki?,DEN,34.6,10.4,17.9,1.1,2.9,4.5,5.5,2.8,9.5,12.4,9.0,1.4,0.9,3.0,26.4,79,63.00000000000001
Nikola Jovi?,MIA,19.5,2.8,6.1,1.4,3.5,0.7,1.0,0.5,3.6,4.2,2.0,0.5,0.3,0.9,7.7,46,17.9
Nikola Vu?evi?,CHI,34.3,7.7,15.9,1.2,4.1,1.4,1.7,2.8,7.8,10.5,3.3,0.7,0.8,1.6,18.0,76,38.3
Noah Clowney,BRK,16.1,2.2,4.0,0.5,1.4,0.9,1.3,1.1,2.4,3.5,0.8,0.3,0.7,0.7,5.8,23,14.0
Norman Powell,LAC,26.2,4.9,10.1,2.2,5.1,1.9,2.3,0.2,2.4,2.6,1.1,0.6,0.3,0.9,13.9,76,22.0
OG Anunoby,TOT,34.06666666666666,5.6000000000000005,11.5,2.033333333333333,5.266666666666667,1.3333333333333333,1.8,0.9333333333333332,3.1999999999999997,4.166666666666667,2.1,1.3666666666666665,0.7333333333333334,1.6333333333333335,14.633333333333333,100,29.4
Obi Toppin,IND,21.1,4.0,7.1,1.2,3.1,0.9,1.2,1.0,2.9,3.9,1.6,0.6,0.5,0.8,10.3,82,22.0
Ochai Agbaji,TOT,21.433333333333334,2.3666666666666667,5.766666666666667,0.7666666666666666,2.6999999999999997,0.5333333333333333,0.7999999999999999,1.0,1.8333333333333333,2.8666666666666667,1.1,0.6,0.6,0.8666666666666667,5.966666666666666,156,13.566666666666666
Olivier Sarr,OKC,6.5,0.7,1.3,0.1,0.4,0.7,1.0,0.7,1.7,2.4,0.1,0.0,0.5,0.2,2.3,15,6.3999999999999995
Olivier-Maxence Prosper,DAL,8.4,1.0,2.6,0.3,1.1,0.7,1.0,0.6,1.4,2.0,0.6,0.2,0.1,0.2,3.0,40,6.3999999999999995
