gp_2015-2016,gp_2016-2017,gp_2017-2018,gp_2018-2019,gp_2019-2020,gp_2020-2021,gp_2021-2022,gp_2022-2023,gp_2023-2024,gp_2024-2025,Age,Draft Year,full_name
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,23.0,Undrafted,Quincy Olivari
69.0,75.0,76.0,79.0,67.0,70.0,40.0,68.0,156.0,23.0,33.0,2013,Kelly Olynyk
0.0,0.0,0.0,0.0,0.0,0.0,4.0,80.0,43.0,0.0,,,Eugene Omoruyi
0.0,0.0,0.0,0.0,10.0,54.0,16.0,0.0,0.0,0.0,,,Miye Oni
63.0,79.0,81.0,69.0,56.0,55.0,76.0,48.0,68.0,46.0,29.0,2015,Kelly Oubre Jr.
0.0,0.0,0.0,0.0,27.0,1.0,0.0,0.0,0.0,0.0,,,Anžejs Pasečņiks
74.0,61.0,58.0,58.0,70.0,70.0,65.0,59.0,58.0,47.0,39.0,2005,Chris Paul
57.0,31.0,25.0,40.0,8.0,60.0,58.0,48.0,156.0,45.0,30.0,2015,Cameron Payne
0.0,6.0,23.0,3.0,29.0,10.0,71.0,44.0,44.0,38.0,32.0,Undrafted,Gary Payton II
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,Mãozinha Pereira
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,13.0,25.0,Undrafted,Drew Peterson
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,49.0,21.0,2023,Julian Phillips
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,20.0,25.0,2023,Jalen Pickett
0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,21.0,50.0,24.0,Undrafted,Scotty Pippen Jr.
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,26.0,Undrafted,Daeqwon Plowden
82.0,81.0,74.0,82.0,61.0,56.0,73.0,158.0,46.0,48.0,34.0,2013,Mason Plumlee
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,36.0,21.0,2023,Brandin Podziemski
0.0,0.0,0.0,0.0,57.0,51.0,76.0,82.0,78.0,42.0,25.0,2019,Jordan Poole
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,29.0,24.0,Undrafted,Craig Porter Jr.
0.0,0.0,0.0,0.0,50.0,26.0,61.0,59.0,0.0,45.0,24.0,2019,Kevin Porter Jr.
0.0,0.0,0.0,0.0,55.0,61.0,9.0,62.0,81.0,50.0,26.0,2018,Michael Porter Jr.
62.0,64.0,73.0,50.0,66.0,66.0,72.0,70.0,82.0,41.0,29.0,2015,Bobby Portis
72.0,66.0,48.0,0.0,57.0,43.0,51.0,0.0,0.0,26.0,29.0,2015,Kristaps Porziņģis
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,24.0,2024,Quinten Post
0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,16.0,20.0,26.0,Undrafted,Micah Potter
69.0,77.0,79.0,77.0,40.0,58.0,82.0,76.0,63.0,33.0,33.0,2014,Dwight Powell
49.0,76.0,70.0,60.0,52.0,69.0,45.0,60.0,76.0,41.0,31.0,2015,Norman Powell
0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,7.0,0.0,,,Jason Preston
0.0,59.0,82.0,55.0,64.0,41.0,69.0,54.0,78.0,48.0,30.0,2016,Taurean Prince
0.0,0.0,0.0,0.0,0.0,66.0,71.0,48.0,82.0,50.0,27.0,2020,Payton Pritchard
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0,22.0,2023,Olivier-Maxence Prosper
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,Zyon Pullin
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,29.0,2016,Jakob Pöltl
0.0,0.0,0.0,0.0,0.0,0.0,10.0,7.0,14.0,21.0,27.0,Undrafted,Trevelin Queen
0.0,0.0,0.0,0.0,0.0,0.0,14.0,5.0,28.0,39.0,25.0,2021,Neemias Queta
0.0,0.0,0.0,0.0,0.0,64.0,78.0,81.0,136.0,12.0,25.0,2020,Immanuel Quickley
0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,37.0,4.0,24.0,Undrafted,Lester Quinones
0.0,0.0,0.0,0.0,0.0,13.0,19.0,0.0,7.0,0.0,,,Jahmi'us Ramsey
81.0,74.0,82.0,73.0,64.0,71.0,72.0,77.0,46.0,48.0,30.0,2014,Julius Randle
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,25.0,28.0,Undrafted,Duop Reath
0.0,0.0,0.0,0.0,0.0,0.0,61.0,64.0,82.0,43.0,26.0,Undrafted,Austin Reaves
0.0,0.0,0.0,0.0,58.0,26.0,49.0,80.0,48.0,31.0,25.0,2019,Cam Reddish
0.0,0.0,0.0,0.0,0.0,26.0,38.0,69.0,82.0,27.0,25.0,2020,Paul Reed
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,25.0,Undrafted,Alex Reese
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,22.0,2024,Antonio Reeves
0.0,0.0,0.0,0.0,30.0,70.0,77.0,68.0,81.0,49.0,25.0,Undrafted,Naz Reid
0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,17.0,4.0,25.0,Undrafted,Jared Rhoden
0.0,0.0,0.0,0.0,0.0,18.0,50.0,65.0,67.0,21.0,27.0,2020,Nick Richards
52.0,53.0,81.0,73.0,55.0,59.0,65.0,130.0,43.0,8.0,31.0,2015,Josh Richardson
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,Will Richardson
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,19.0,2024,Zaccharie Risacher
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,25.0,Undrafted,Liam Robbins
0.0,0.0,0.0,15.0,73.0,72.0,79.0,42.0,68.0,46.0,30.0,Undrafted,Duncan Robinson
0.0,0.0,0.0,66.0,61.0,31.0,72.0,59.0,31.0,0.0,,,Mitchell Robinson
0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,36.0,9.0,24.0,Undrafted,Orlando Robinson
0.0,0.0,0.0,0.0,0.0,0.0,49.0,43.0,39.0,41.0,24.0,2021,Jeremiah Robinson-Earl
0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,130.0,27.0,23.0,2022,David Roddy
0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,26.0,32.0,22.0,2022,Ryan Rollins
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,Jackson Rowe
39.0,74.0,80.0,79.0,63.0,69.0,73.0,63.0,122.0,44.0,30.0,2015,Terry Rozier
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,35.0,20.0,2023,Rayan Rupert
80.0,63.0,48.0,81.0,45.0,42.0,65.0,142.0,76.0,29.0,28.0,2015,D'Angelo Russell
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,Cormac Ryan
0.0,0.0,0.0,0.0,0.0,0.0,1.0,68.0,28.0,17.0,27.0,Undrafted,Matt Ryan
0.0,81.0,74.0,74.0,62.0,62.0,62.0,79.0,82.0,46.0,28.0,2016,Domantas Sabonis
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,19.0,2024,Tidjane Salaün
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,Jermaine Samuels Jr.
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,4.0,22.0,Undrafted,Adama Sanogo
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,25.0,22.0,2022,Gui Santos
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,19.0,2024,Alexandre Sarr
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,39.0,24.0,2023,Marcus Sasser
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,24.0,2024,Baylor Scheierman
80.0,79.0,67.0,79.0,65.0,61.0,64.0,0.0,0.0,23.0,31.0,2013,Dennis Schröder
0.0,0.0,0.0,0.0,0.0,4.0,18.0,2.0,0.0,0.0,,,Jay Scrubb
0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,0.0,,,Dereon Seabron
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,47.0,22.0,2021,Alperen Sengun
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,38.0,21.0,2023,Brice Sensabaugh
0.0,0.0,0.0,82.0,65.0,60.0,11.0,48.0,78.0,46.0,26.0,2018,Collin Sexton
0.0,0.0,0.0,79.0,53.0,61.0,69.0,40.0,46.0,19.0,27.0,2018,Landry Shamet
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,24.0,2024,Terrence Shannon Jr.
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,Jamarion Sharp
0.0,0.0,0.0,0.0,0.0,0.0,32.0,48.0,61.0,28.0,23.0,2021,Day'Ron Sharpe
0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,32.0,43.0,21.0,2022,Shaedon Sharpe
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,22.0,2024,Jamal Shead
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,35.0,23.0,2023,Ben Sheppard
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,20.0,2024,Reed Sheppard
0.0,55.0,81.0,80.0,60.0,56.0,68.0,71.0,160.0,49.0,30.0,2016,Pascal Siakam
0.0,0.0,81.0,79.0,57.0,58.0,0.0,42.0,15.0,32.0,28.0,2016,Ben Simmons
0.0,0.0,0.0,20.0,70.0,64.0,57.0,62.0,46.0,47.0,25.0,2018,Anfernee Simons
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,22.0,2024,K.J. Simpson
0.0,0.0,0.0,0.0,0.0,0.0,41.0,52.0,45.0,39.0,26.0,2021,Jericho Sims
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,Dmytro Skapintsev
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,,,Jalen Slawson
0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,1.0,0.0,,,Javonte Smart
61.0,79.0,54.0,80.0,60.0,48.0,71.0,61.0,20.0,18.0,30.0,2014,Marcus Smart
0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,9.0,14.0,27.0,Undrafted,Dru Smith
0.0,0.0,0.0,0.0,0.0,27.0,51.0,68.0,61.0,46.0,24.0,2020,Jalen Smith
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,Tolu Smith
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,20.0,2024,Tyler Smith
0.0,0.0,0.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,,,Zhaire Smith
0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,76.0,33.0,21.0,2022,Jabari Smith Jr.
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,29.0,20.0,2023,Nick Smith Jr.
0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,74.0,28.0,21.0,2022,Jeremy Sochan
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,24.0,2024,Cam Spencer
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,18.0,28.0,Undrafted,Pat Spencer
0.0,0.0,0.0,0.0,0.0,0.0,2.0,16.0,98.0,26.0,22.0,2021,Jaden Springer
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,Isaiah Stevens
0.0,0.0,0.0,0.0,0.0,40.0,63.0,62.0,76.0,0.0,,,Lamar Stevens
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,Erik Stevenson
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,DJ Steward
0.0,0.0,0.0,0.0,0.0,68.0,71.0,50.0,46.0,45.0,23.0,2020,Isaiah Stewart
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,22.0,2023,Julian Strawther
0.0,0.0,0.0,0.0,2.0,39.0,68.0,80.0,70.0,22.0,28.0,Undrafted,Max Strus
0.0,0.0,0.0,0.0,0.0,0.0,48.0,53.0,75.0,35.0,23.0,2021,Jalen Suggs
0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,18.0,2.0,25.0,Undrafted,Cole Swider
0.0,0.0,0.0,0.0,0.0,70.0,78.0,31.0,65.0,31.0,29.0,Undrafted,Jae'Sean Tate
0.0,0.0,80.0,79.0,66.0,64.0,76.0,74.0,74.0,48.0,26.0,2017,Jayson Tatum
0.0,0.0,0.0,0.0,0.0,0.0,33.0,62.0,31.0,0.0,,,Terry Taylor
80.0,65.0,65.0,75.0,62.0,56.0,59.0,25.0,27.0,17.0,38.0,Undrafted,Garrett Temple
0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,59.0,47.0,22.0,2022,Dalen Terry
0.0,0.0,63.0,66.0,65.0,65.0,47.0,7.0,120.0,38.0,32.0,Undrafted,Daniel Theis
0.0,0.0,0.0,0.0,0.0,32.0,12.0,0.0,0.0,0.0,,,Brodric Thomas
0.0,0.0,0.0,0.0,0.0,0.0,67.0,57.0,66.0,19.0,23.0,2021,Cam Thomas
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,47.0,22.0,2023,Amen Thompson
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,28.0,22.0,2023,Ausar Thompson
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,Ethan Thompson
80.0,78.0,73.0,78.0,0.0,0.0,32.0,69.0,77.0,44.0,34.0,2011,Klay Thompson
82.0,78.0,53.0,43.0,57.0,54.0,57.0,0.0,49.0,25.0,33.0,2011,Tristan Thompson
0.0,0.0,0.0,0.0,0.0,0.0,33.0,69.0,63.0,9.0,22.0,2021,JT Thor
0.0,0.0,0.0,0.0,65.0,65.0,66.0,142.0,65.0,0.0,,,Matisse Thybulle
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,26.0,2020,Xavier Tillman
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,Nikola Topić
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,16.0,24.0,Undrafted,Jacob Toppin
0.0,0.0,0.0,0.0,0.0,62.0,72.0,67.0,82.0,46.0,26.0,2020,Obi Toppin
82.0,82.0,82.0,77.0,35.0,50.0,74.0,29.0,62.0,46.0,29.0,2015,Karl-Anthony Towns
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,22.0,Undrafted,Armel Traoré
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,23.0,2022,Luke Travers
0.0,0.0,0.0,15.0,61.0,58.0,70.0,66.0,71.0,43.0,26.0,2018,Gary Trent Jr.
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,25.0,Undrafted,Oscar Tshiebwe
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,Jordan Tucker
82.0,81.0,82.0,82.0,72.0,52.0,71.0,75.0,62.0,0.0,,,P.J. Tucker
60.0,81.0,65.0,74.0,62.0,47.0,42.0,62.0,77.0,45.0,28.0,2015,Myles Turner
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,34.0,24.0,2023,Hunter Tyson
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,22.0,2024,Jaylon Tyson
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,24.0,19.0,25.0,Undrafted,Stanley Umude
60.0,80.0,77.0,49.0,70.0,62.0,74.0,0.0,0.0,49.0,32.0,2011,Jonas Valančiūnas
0.0,37.0,76.0,64.0,54.0,52.0,65.0,69.0,73.0,45.0,30.0,Undrafted,Fred VanVleet
0.0,0.0,0.0,17.0,11.0,64.0,74.0,156.0,29.0,5.0,25.0,2018,Jarred Vanderbilt
0.0,0.0,0.0,0.0,0.0,62.0,71.0,38.0,68.0,32.0,24.0,2020,Devin Vassell
0.0,0.0,0.0,0.0,9.0,50.0,68.0,68.0,11.0,41.0,28.0,Undrafted,Gabe Vincent
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,9.0,21.0,2023,Tristan Vukcevic
65.0,75.0,57.0,80.0,62.0,70.0,73.0,0.0,0.0,50.0,34.0,2011,Nikola Vučević
0.0,0.0,0.0,0.0,12.0,63.0,51.0,44.0,54.0,35.0,28.0,Undrafted,Dean Wade
0.0,0.0,0.0,0.0,0.0,0.0,79.0,80.0,72.0,31.0,23.0,2021,Franz Wagner
0.0,0.0,0.0,43.0,45.0,45.0,63.0,57.0,80.0,30.0,27.0,2018,Moritz Wagner
0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,72.0,37.0,22.0,2022,Jabari Walker
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,48.0,21.0,2023,Jarace Walker
0.0,0.0,0.0,17.0,61.0,60.0,70.0,56.0,58.0,0.0,,,Lonnie Walker IV
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,46.0,21.0,2023,Cason Wallace
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,25.0,Undrafted,Keaton Wallace
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,34.0,20.0,2023,Jordan Walsh
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,20.0,2024,Ja'Kobe Walter
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,20.0,2024,Kel'el Ware
47.0,66.0,65.0,43.0,67.0,4.0,0.0,84.0,11.0,0.0,,,T.J. Warren
0.0,0.0,0.0,0.0,58.0,64.0,65.0,73.0,146.0,42.0,26.0,2019,P.J. Washington
0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,11.0,4.0,23.0,2022,TyTy Washington Jr.
0.0,0.0,0.0,0.0,0.0,0.0,25.0,41.0,38.0,38.0,27.0,Undrafted,Lindy Waters III
0.0,0.0,0.0,0.0,0.0,0.0,48.0,62.0,63.0,16.0,24.0,Undrafted,Trendon Watford
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,Anton Watson
0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,80.0,48.0,22.0,2022,Peyton Watson
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,21.0,2024,Jaylen Wells
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,41.0,21.0,2023,Victor Wembanyama
0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,61.0,31.0,21.0,2022,Blake Wesley
80.0,81.0,80.0,73.0,57.0,65.0,78.0,146.0,68.0,48.0,36.0,2008,Russell Westbrook
0.0,0.0,0.0,0.0,65.0,69.0,61.0,74.0,79.0,44.0,24.0,2019,Coby White
0.0,0.0,17.0,67.0,68.0,36.0,75.0,82.0,73.0,48.0,30.0,2017,Derrick White
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,20.0,2023,Dariq Whitehead
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,31.0,20.0,2023,Cam Whitmore
0.0,0.0,0.0,0.0,0.0,0.0,50.0,70.0,78.0,48.0,26.0,2021,Aaron Wiggins
81.0,82.0,82.0,73.0,54.0,71.0,73.0,37.0,71.0,43.0,29.0,2014,Andrew Wiggins
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,1.0,25.0,Undrafted,Alondes Williams
0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,17.0,17.0,25.0,Undrafted,Brandon Williams
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,20.0,2024,Cody Williams
0.0,0.0,0.0,0.0,69.0,63.0,77.0,79.0,152.0,16.0,26.0,2019,Grant Williams
0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,71.0,45.0,23.0,2022,Jalen Williams
0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,69.0,21.0,22.0,2022,Jaylin Williams
0.0,0.0,0.0,46.0,39.0,66.0,49.0,53.0,69.0,37.0,30.0,Undrafted,Kenrich Williams
0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,19.0,22.0,23.0,2022,Mark Williams
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,25.0,Undrafted,Nate Williams
0.0,0.0,0.0,0.0,0.0,71.0,17.0,82.0,43.0,41.0,23.0,2020,Patrick Williams
0.0,0.0,0.0,0.0,0.0,0.0,62.0,37.0,51.0,36.0,23.0,2021,Ziaire Williams
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,27.0,2018,Robert Williams III
0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,52.0,3.0,24.0,2022,Vince Williams Jr.
0.0,0.0,0.0,0.0,24.0,61.0,0.0,29.0,70.0,14.0,24.0,2019,Zion Williamson
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,49.0,24.0,2023,Jalen Wilson
0.0,0.0,0.0,0.0,0.0,39.0,0.0,90.0,63.0,1.0,23.0,2020,James Wiseman
17.0,13.0,0.0,21.0,62.0,41.0,68.0,67.0,50.0,0.0,,,Christian Wood
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,Moses Wood
27.0,27.0,69.0,75.0,73.0,63.0,77.0,50.0,94.0,26.0,32.0,2015,Delon Wright
0.0,0.0,33.0,41.0,0.0,0.0,0.0,0.0,0.0,47.0,29.0,2016,Guerschon Yabusele
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,21.0,Undrafted,Cui Yongxi
0.0,0.0,0.0,81.0,60.0,63.0,76.0,73.0,54.0,46.0,26.0,2018,Trae Young
73.0,62.0,33.0,49.0,58.0,48.0,27.0,15.0,43.0,0.0,,,Cody Zeller
0.0,38.0,43.0,59.0,72.0,72.0,76.0,76.0,68.0,48.0,27.0,2016,Ivica Zubac
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,23.0,2024,Tristan da Silva
0.0,0.0,0.0,0.0,14.0,41.0,15.0,0.0,0.0,4.0,27.0,2017,Vlatko Čančar
0.0,81.0,78.0,81.0,66.0,50.0,0.0,0.0,0.0,13.0,30.0,2014,Dario Šarić
